"","BCR_1_Y","BCR_2_Y","BCR_3_Y","BCR_4_Y","BCR_5_Y","BCR_6_Y","BCR_7_Y","BCR_8_Y","BCR_9_Y","BCR_10_Y","BCR_11_Y","BCR_12_Y","BCR_13_Y","BCR_14_Y","BCR_15_Y","E2A_1_Y","E2A_2_Y","E2A_3_Y","E2A_4_Y","E2A_5_Y","E2A_6_Y","E2A_7_Y","E2A_8_Y","E2A_9_Y","E2A_10_Y","E2A_11_Y","E2A_12_Y","E2A_13_Y","E2A_14_Y","E2A_15_Y","E2A_16_Y","E2A_17_Y","E2A_18_Y","E2A_19_Y","E2A_20_Y","E2A_21_Y","E2A_22_Y","E2A_23_Y","E2A_24_Y","E2A_25_Y","E2A_26_Y","E2A_27_Y"
"ENSG00000175279",-44.8,-391.4,-346.7,-565.3,-398.7,194.7,2035.4,399.6,79.6,-1311,-993.5,296.7,-766.1,3.9,150.7,-101.8,610,-21.3,225.2,962,-1096.9,350.8,718.9,-485.2,-51.4,1345.2,-77.1,1516.7,-914,-910.5,-53.1,185.2,1255.4,34.8,352.5,326.9,-410.3,1134.5,148.5,1573.7,992.2,-274.2
"ENSG00000241563",1175,-247.5,897,70,511.7,587.2,378.4,-151.2,-378.1,1299.1,1608.9,986.7,52.4,1239.2,-34,112.4,307.3,1328.5,-1039.7,-53.1,-1262,1764,17.4,2000.9,731.1,471.4,127.8,733.7,374.6,-198.8,524.4,-353,462.2,-170.2,154.1,-1997,1288.7,330.8,-864.4,1032.7,823.2,-440.3
"ENSG00000123178",-1302.8,250.6,-402.1,481.4,-349.1,-42.9,652.6,-358,265.6,216.7,-538.6,393.1,50,1225.4,545.5,1690.2,-393.8,-1820.5,-711.7,707.7,-606.4,51.5,-586.7,408.2,33.6,-924.4,-456,-507.9,-201.4,-176.8,138.2,-669.7,-216.5,-1256.1,640.1,642.5,-413.1,-393.6,-674.6,-273.3,60,-277.1
"ENSG00000100146",1825.3,635.8,-178.9,636.6,-124.7,777.5,-1545.4,-1121.7,-56.9,-1343.6,296.8,-644,-409.3,-642.3,-15.8,-109,-833.3,9,411.3,-2989.5,-252.1,25.6,-143.2,-548.9,39.4,-185.1,-795.1,-791.4,188.4,-804.6,-1923.2,-814.8,-1227.6,351.7,-398.2,864.1,-285.5,-249.6,2237.3,-60.5,-34.6,-270.7
"ENSG00000204344",2455.4,1346,1174,1006.9,1922.7,1899.3,1871.3,246.4,706.3,2388.2,1505.1,2404.9,1405.5,2198.7,624,-622.8,1222.7,1321.8,1924.7,2647.1,833.9,2623.9,634,4589.4,1189.1,-637.2,1063.6,3144.2,-377.5,3978,788.2,456.3,1705.6,1312.2,2438.1,2850.8,-309.4,2051.3,161.3,1946.4,2293.6,2874.4
"ENSG00000135976",7123.9,4794.3,6744,4705,8812,5556.4,2803.1,11210.9,8942.1,7435.6,8543.1,7346.4,9034.8,4590,6232.5,4933.9,8310.3,8536.1,6157.1,4959.8,5300.5,7330.8,8378.2,8325.8,9703.3,13407.9,6576.9,12248.3,16986.1,6290,8069.1,8595.9,9862.7,12912.3,9938.6,11807,10811.8,8324.1,8551,10217.1,5524.3,6658.6
"ENSG00000138795",1451.7,-1208.4,1043.6,-289.3,-571.1,-96.9,619.5,-198.4,737.8,-443.2,-12.8,-744.1,-453.6,-1504.7,-506,1371.8,-292,1837.2,-1606.4,1122.1,167,1907.2,293.8,3389.3,257.7,1093.3,238.4,1018.9,92.6,1245.3,-1153.9,2078.9,572.9,76.2,388.6,-1526.4,-444.3,-25.8,-13.3,87.8,2785.1,391.2
"ENSG00000116675",3618.6,-150.3,-372,-394,-428.2,370.5,-2215.7,-168.9,-583,-323.9,-133,608.3,504.4,904,262.1,783.6,-414.2,376.1,985.2,-1111.5,921.8,272.6,529,1001.4,399.3,-2526.1,423.9,1092.4,-1099.4,469.1,-441.1,656.2,-695.2,453.5,17.6,13.4,1061.4,-345.1,-67.7,-1083.1,-651,-142.2
"ENSG00000256537",3035.2,4177.9,5617.3,3148.6,2074.9,4547.2,4756.6,3122.9,5532.7,5673.9,4871.5,4433.7,4594.5,3263.8,2915.3,2159.2,4009.2,3731.3,4349.2,5362.4,5248.2,3077.5,2541.4,3822.9,4348.3,3303.4,5626.9,5105.7,3083.1,4113,5560.3,5296.9,4221.8,5769.1,4913.5,7870.7,6646.8,5215,3425.6,3374.5,4643.7,4813.8
"ENSG00000111215",2291.3,690.7,1747.5,1264,-424.4,1823.8,1648.2,4037.7,2427.4,1483.9,1459.4,2464.9,124.5,1769.5,1119.9,3597.4,2227.9,1651.2,2568.5,2068,1385.3,2674.7,1794.6,311.3,2468,1647.1,1358.6,1905.3,1333.8,2474.2,849.2,2377.2,3592.4,1310,4480.1,1916,780.4,2303,-41.7,1491.7,1899.6,3364.5
"ENSG00000110237",621.1,197.9,2175.2,398.4,810.6,2221.8,1688.1,-139.3,-84.1,1191.6,1886.6,-674.8,887.7,393.8,-190,1095.6,347,1067.9,328.7,136.5,1611.3,2243.8,1263.6,545.5,679.6,591.7,291.3,1809,-286.2,1360.7,555.7,-57.7,1962.9,1131.6,2649.6,992,3484.4,295.1,1868.1,2497.8,677.4,1341.7
"ENSG00000164708",1987.1,1875.8,930.8,488.5,15.8,-304.4,4243.9,-912.9,-309.7,604.2,-1048.8,1800.6,-270.3,-1140.9,-322.7,-102.7,-12.8,1539.6,384.5,330.1,1846.9,794.9,2253.3,1924.1,-306.1,-1526.6,361.3,758.1,-556.8,1441.2,1094.8,1005.3,1553.1,530.4,1133.9,4429.4,-154.1,1208.3,2958.3,2665.8,-1657.4,2047
"ENSG00000100142",-250.1,-1114.8,-517.2,-770.2,10898.8,-1035.9,3326.1,12650,5483.6,5850,2240.3,273.8,841.6,-118.4,12778,1960.6,516.8,-1569.9,-1193.6,-235.3,1529.4,-1407.9,-781.5,3944.1,930.2,1659.8,-792,1108.9,1845.1,-694.6,1755.7,177.3,2301.3,345.3,-14.3,-2611,-64.1,-294.1,-1399.7,-2954.3,-3394.2,-378.2
"ENSG00000110719",1906.1,638.1,166.9,4704.3,537.9,836.3,1026.8,448,-317,1736.3,1476.7,290,633.2,-265.8,1051.2,-1257,1379.7,-780.1,-351,418.7,849.7,1787.1,6.9,-748.6,-50.6,-2570.6,785.5,1023.5,280.8,594.5,1053.8,1470.8,-346.8,463.1,262.5,-1878.6,-98.9,-310,950.7,-935,-319.7,1001.6
"ENSG00000066382",1616,329.1,2407.4,420.8,250.6,3761.9,1952.9,98.7,-25.4,1277.5,558.8,5582.6,-818.4,734.5,-561.5,4987.5,1111.8,3012.3,-312.4,27.1,504.2,2674.4,2985.9,-4505.3,933.5,3308.5,1122.5,1346,2314,3234.5,-1084.7,-673.5,2729.6,722.5,-1780.4,481.6,138.9,-1392.5,-241.1,897.8,-1810.3,24.2
"ENSG00000010295",1575.2,897.5,3912.1,1187.4,-31.4,637.2,-1048.9,1210.5,965.1,326.5,768.5,804.2,-284.6,-990.1,332.2,67.2,396.2,1773.4,428.7,452.6,-220.4,1209.8,-310,-899.7,723.1,1446.7,-32.3,-366,435.7,-0.3,236.9,1024.3,-629.3,568.7,1286.5,956.7,738.6,565.4,1289.7,-981.8,-1589,128.6
"ENSG00000153487",4385.3,5136,7920.4,4382.8,13294.5,9126.2,4259.8,6632.5,6256,7946.6,7330.3,6284.3,3921.9,4803.8,15038.2,7065.7,6350.4,8933.6,5840.2,6722.7,6932.7,6068.3,4548.9,-139.4,7517.7,10989.3,5337.7,10857.5,8365.6,8066.9,6048.9,5147.5,9420.3,10799.2,8600.1,6753.9,9610.5,4806.1,10268,9208.7,12078.5,7542
"ENSG00000081870",-1044.2,11510.3,860.3,2119.1,230.9,1192.5,3040.6,-461,2102.1,963.9,6103.2,1188.1,2984.5,860.8,11.9,759.8,1168.5,939.9,1108.1,1161.1,467.7,158.4,5922.8,1572.7,554.7,3386.1,471.5,496.8,1589.7,-484.9,738.6,1450,1242.5,2107.8,66.9,1315.6,923,1967.9,2815,3652.5,441.6,877
"ENSG00000153914",2250.7,2609.5,2256.3,2614.9,3580.6,1882.4,2596.2,5654.4,3664,2348.5,2838.3,4365.9,2686,5180.9,2296,2981.3,3257,2891.5,248.4,4925.9,4621.4,2534.1,1901.3,3844.4,1753.7,995.9,4326.8,2678.4,2163.2,3865.3,2619,4899.5,5150.6,2426.6,5024.6,3934.2,3469.9,3169.9,3624.6,-684.6,4012.8,2050.2
"ENSG00000107185",-1219.2,-415.6,-207.9,1825.6,22.3,2170.3,3539.8,156.8,233.4,-873,52.1,-242,728.7,235.4,-263.9,-395.4,153.2,-845.3,-1126,-746.7,862.7,932.4,409,1141.3,523.5,-432.4,-385.8,14.7,-567.8,-1795.1,-169.4,419.4,263.2,538.7,1558.7,738.8,1971.1,-33.1,1661.4,2816.5,967,530.8
"ENSG00000197858",-1150,10.7,-445.3,-496.7,415.3,1729.3,-678.1,-346.3,-97.1,265.5,146,-774.8,275,-100.2,-308.5,804.9,541.6,24.4,-29,339.6,-829,719.4,-139.6,1682.5,276,1108.5,900,1370.7,585.7,-162,-68.7,-531.1,580.5,330.4,-1489.8,1022.7,446.8,489.7,-875.7,2275.7,-35.6,321.7
"ENSG00000070182",1377.75,1322.4,-304.4,1185.65,1037.7,987.65,640.3,907.35,1131.2,550.3,948,1713.1,379.95,876.4,1505.75,1295,698.65,335.35,992.45,1136.95,326.25,235.5,826.7,-177.25,231.15,223.45,693.95,456.1,636,378.5,282.65,-396.3,-40.15,136.4,1368.65,558,361.2,808.85,536.25,-1287.4,1052.45,715.5
"ENSG00000185437",6273.6,3967.35,1397.05,3824.15,3031.25,1877.6,4710.3,2759.1,3968.25,2757.05,4305,2235.4,3625.95,2992.9,2939,2604.65,3529.9,4023.6,2466.4,2442.7,3260.9,2772.05,2311.7,4266.25,3713.1,4259.65,3434.6,3118.8,2697.05,2402.45,3890.4,3455,4402.55,2956.15,3299.55,3664.2,3650.65,2405.7,3641.4,5386.85,4911.1,3051.45
"ENSG00000174371",-245.1,3435.1,2638.8,748.5,641.7,1673.6,1993.2,-615.3,376.7,855.2,268.3,-393.7,2472.5,-587.3,1165.6,1750,1791.6,-47.1,777.2,-279.1,-463.9,1502,422,863.6,1011.7,-2344.5,1691.9,127.7,2170.9,2494.3,1954.8,-992.2,1194.2,1830.7,-675.4,-772.1,1414.9,1004.1,454,272.9,247.6,2392.1
"ENSG00000183715",408.5,1337.95,843.05,2036.4,2113.45,1862.5,802.55,1556.65,1726.7,1423.8,433.3,816.35,1532.8,1657.75,2017.15,1886.65,1095.65,1035.6,1501.8,1670.35,1547.95,1198.1,2539.15,0.65,1675.35,704.85,2033.5,1485.45,963.7,2433.9,2351.25,1959.9,1451.7,1516.3,1617.55,1410.35,974.05,1923.85,878,1225.1,691.4,1505.8
"ENSG00000156973",-1523.4,-1114.6,412.9,359.5,734,1480.7,86.6,854.7,376.7,452.8,1399.6,1008.4,288.5,-142.2,309.2,328.5,-41,840.2,297,-1860.6,1740.7,524.3,237.7,2331.4,802.5,921.1,463,1083.8,-648.8,-22.6,-339.9,871.7,560.7,-290.4,184.1,2174.1,304.4,174.9,-989.8,-1413.5,-713.2,345.8
"ENSG00000112249",5572.8,7421.2,7343.2,6482.3,5552.5,6114.6,10225.2,2736.9,7268.4,4350.2,7595.8,7242.5,5686.6,6252.5,6062.4,7164.8,6417.1,6844.7,9096.5,4266.9,6632.9,4616.7,4631.3,4708.3,7657.3,2607.5,6162.5,7280.8,6149.6,5975.3,8396.6,6925.3,4710.1,3513.8,6055.3,2764.7,5061.5,6040.4,6324.6,7170,3309.5,4814.8
"ENSG00000163743",335.3,3943.2,469.5,4546.3,820.3,3521.8,3878.6,-179.3,4864,6265,2160.1,3507.8,806.6,-160.7,5085.2,2816.4,3408.5,3437.9,-1284.3,5788.5,-1648.4,3429.3,-30.9,219,6345.2,4945,3950.4,197.6,506.1,2530.9,612.1,5029.6,611.2,4289.8,934.6,5198.9,5640.1,2594,143.9,100,1833.5,660.2
"ENSG00000171467",744.3,113.8,-645.8,1325.5,707.2,3210.6,333,-775.2,806.9,1236.6,202.8,1747.9,-408.4,1159.2,374.6,-502.3,945.1,1067.4,-1781.9,1177.6,-3672.1,2248,186.5,199.1,358.5,166.9,-149.9,413,439.5,-379.3,777,-1218.2,-157.1,1924.2,-591.2,-1194.8,-1009.9,50.6,-470.9,1372.9,614.6,-356.2
"ENSG00000154917",5737.6,3863.1,3891.7,1736.5,2639.8,3685.9,4741.2,1713.1,2408.7,1958,4181.9,2215.4,1991.1,3114.4,2734,139.1,4912.1,3847.2,5904,4167.6,3217.8,2831.2,2655.7,4033.4,2033.1,1424.1,3531.2,1954.3,3332.8,2004.9,3368.1,3872.5,5428.5,4103.5,4507.8,2802.9,2613.3,4019.3,3123.2,3401.9,1478.7,3421.4
"ENSG00000158480",3013.3,-504.8,215.8,1753.3,1252.2,-1724.7,607,702.3,-244.3,-2448.6,-2212.6,-858.5,1735.7,-2551.2,-595.5,-1270,-1360.8,-722.5,1588.8,1953.2,-1438.5,-708.7,-1484.8,-2169.8,-298.6,730.3,-70.5,-398.2,869.5,-54.5,983.5,-321.4,-1931.2,999.2,381.2,-3589,-1596,-49.6,-1155.2,-2042.1,2007,403.7
"ENSG00000075340",-235,1196.7,546,-143.9,651.7,134.5,615,163.2,94.6,-766.2,2025.1,931.5,437.2,586.9,409,344.2,1213,2280.4,21.6,2205.1,-782.4,1249.2,815.7,1178.7,1263.1,947.7,1295.4,-97.9,-578.1,582,514.4,1137.4,1531.5,1460.1,-244.8,1098,363.8,517.4,553.2,581.1,557.5,157.9
"ENSG00000123080",1712.5,3936.3,1834.8,2583.5,977.1,882.4,388.1,488.4,1727.2,2763.4,439.7,1336.6,1608.7,1695.3,1252.7,5055,1473.7,2390.8,1127.4,2716.8,180.7,2807.2,2954.4,4520.8,4533.9,1705.9,3048.6,3798,5278.8,3338.1,2374.2,4973.1,4820.7,4466.6,3799,3101.9,1760.8,2296.6,3218.3,2570.3,2820.5,3717.9
"ENSG00000129933",2648.85,781.5,215.35,-549.95,282.1,1648,-1143.3,333.65,566.4,313.3,-336.1,152.25,702.55,584.45,-503.85,1163.2,-317.7,923.9,-99.3,232.65,-429.9,-387.9,137.4,-1718.15,578.4,558.45,868.8,522.4,-390.35,538.4,-349.45,1193.75,1194.65,385.55,520.4,318.3,198.8,56.4,733.2,1875.1,462.3,319.8
"ENSG00000184867",11011.9,6838.2,9842.2,6774.6,8713.5,9936.9,7180,9529.7,11609.1,16774.9,9239.3,5235.6,18593.8,10066.6,10939.5,11112.8,11247.7,9882.1,12703.2,9267.2,9642,9612.7,12353.8,8957,16137.4,13233.4,13095.9,16864.9,14515.6,14338.8,13734.4,9438.5,8195.9,12228.3,8186.1,11380.6,12356.8,15170.7,12300.7,14459.8,10994,13832.2
"ENSG00000100325",1643.3,1059.6,739.3,1535.1,660.7,1541.4,3852.2,792.1,1281.2,1352,208.9,317,1625.6,661.5,1575.9,728.3,1350.5,1345,1244.6,1899.5,-94.5,676,781.9,630.6,-773.4,5106.3,1156.1,1998.3,1810.8,1335.5,575.3,2483.5,1778.4,823.5,1840.2,-923.7,153.8,-148.4,1655.7,-1344.8,2390.9,1041.1
"ENSG00000134569",847.8,-957.2,-808,-619.9,-15.6,-1181,2092.3,-1136.7,-96.2,94.1,-263.1,913.2,93.5,-663.4,-209.7,-1542.9,1287.7,498.8,946.8,-1259.1,407.3,-1339.4,1030.6,3360,785.8,968.1,733.9,413.6,348.7,1611.8,1394,908.5,168.6,1082.6,265.8,1355.5,628.7,452.1,689,2076.5,780,412.7
"ENSG00000100883",877.4,368.2,503.6,1707.4,806.4,2151.9,481,136.2,-340.1,207.3,2321,1371.4,-78.8,991.9,698.8,2376.3,-15.7,1978.5,-207.5,336.5,1522.4,531.1,-117.3,-1137.9,698.5,811.2,253.8,878.9,-746.3,621.9,254.3,635.5,646.6,897.7,37.1,1423,1043.9,991.6,349.5,-444.1,1728.3,593
"ENSG00000110031",1801.6,891.9,1298.9,1212.8,3522.1,2024.4,1749.2,4644.2,2792.5,3990,5994.2,3256.2,2422.6,1318,3865.4,2113.6,1864.7,1458.1,117.9,-16.4,1653.4,4515.9,1109.3,1948.3,1509.2,3004,1528.7,2083.7,1261.7,-197.7,-356.9,2490.9,379.3,2201.7,1698,2003.6,2894.4,724.1,1237.7,341.6,2314.8,4047.9
"ENSG00000227372",3210.9,2033.2,3321.6,1602,3452.9,3081.9,3049.9,3207,2749.5,4033.8,1541.5,3313.4,1856.8,2956.6,2959.8,1496.4,1961.2,2375.2,2764.3,1985.3,3735.4,2292,2668.7,1783.3,2914,1791.2,2701.9,1758.9,1494.6,3781.4,2132.8,3533.6,2574.1,2891.8,2852,3758.4,4416.3,2977.1,4289.7,4711.6,3757.3,3097.9
"ENSG00000169744",188.4,529.9,1033.5,1020.5,1137.1,3194.5,2128.3,2494.3,1315.2,1524.8,1375.5,1119.9,1576.5,2333.6,2833.6,1734.1,3695.9,1431,1260.6,1106.6,993.6,798.5,1722.5,830.9,2323.3,3716.1,1900.7,1537.4,2373,2086.5,2294.3,767.7,3290.6,1834.1,2442.9,1874.4,1876.9,2634.7,872.9,3254.5,1152.7,2145.8
"ENSG00000158467",4499,909.6,-21,1727.1,734,514.5,2249.2,1408.4,367.6,290.4,-866.1,150.8,561.2,731.6,941.9,498.3,-920.8,438,371.1,1936.5,757,587.4,375.8,1708.9,1379.8,2637.8,930.3,404.7,807.1,567.8,-895.5,1769.4,1112.1,562.4,-313,2255,724.3,-558.3,936.3,-1323.4,2203.4,-272.7
"ENSG00000172724",17195.3,15534.3,14102.3,21257.4,9402.5,23941.7,16219.7,5748.4,12966.5,5618.4,10460.4,11338.5,10767.1,11935.7,10916.5,24103.9,35927.4,27918.6,45442.3,42949.7,41950,30659.8,37222.8,42809.4,30751.3,39998.3,36893.2,28349.9,34516.1,24994.3,40648.8,39947.8,36042.9,30237.8,29742.6,26490.6,38753.3,40268.8,34645.5,37623.1,26933.9,27337.8
"ENSG00000173992",2413.3,75.1,1615.7,1163,-311.3,181.2,1230.4,839.3,-95.7,-476.2,774.8,-718.1,227.5,776.9,-183.7,674,688.9,1108.5,-745.2,-1189.9,1130.5,586.6,409.6,-249.1,691.1,-1281,1121.5,-1500.2,-643.8,874.2,-35.4,-361.9,912.3,1455,-1577.6,691.6,-678.8,1190.2,319.3,1196.6,-160.7,-12.6
"ENSG00000266028",4558.5,3237.6,5376.2,4633.5,6333.5,6197.7,3663.2,3529,6012.6,8299.8,5387.9,6233.1,6764.8,4841.7,8200.1,4498.9,8295.6,6823.7,6682.1,6444.2,6318.6,4662.9,5849.4,6769.4,7903.9,10856.8,6312.5,11419.1,8238.9,5927.3,5565.4,4368.7,5102.3,7079.6,7039.9,3959,6696,6414.4,5826.6,7923.8,6070.4,7570.2
"ENSG00000103888",64.2,734.1,-823.8,-1088.4,539.5,-471.1,-650.9,374.6,273.4,-746.7,-212.5,440.4,1554.4,-2058.9,-245.5,-93.6,-1664.5,-451.2,-1116.3,-3815.5,-2566.9,-805.7,-170.2,-1438.9,-49.3,-310.5,139.1,-958.7,-355,-970.9,-922.1,-1147.6,-673.1,-837.9,-1450.1,-142.5,-170.7,-706.7,-1809.8,-733.9,-4543.3,-247.5
"ENSG00000198700",372.3,797,6203.5,964.7,6896.6,6171,6229.3,7273.8,639.3,4477.8,7817.2,517.2,-793.2,-40.1,10846.9,-1867.5,3081.3,-452.1,940.5,1219.2,1742.8,-673.1,2857.1,931.2,4574.6,5351.8,2106.7,-678,-1319.7,-696.2,2420.3,-130.3,6272.9,741,5809.4,411.3,1023.2,3032.4,5975.1,-258.9,5241.6,95.6
"ENSG00000136870",6124.8,4364.2,3476.6,745.7,3353.7,6235.8,4689.6,2323.2,4533.7,4382.8,3948.1,4978.1,4012.1,7917.6,3059.7,2753.4,5459,6478.8,3432.9,4189.1,1263.3,7310.8,2735.4,5721.6,3351.9,4623,5425.2,3358.4,5367.7,4979.6,5267.7,6376.1,9242.1,6571.1,7031.2,7509.8,6596.8,5492.3,4050.8,7934.7,6107.3,5693.4
"ENSG00000182636",2526.1,3156.4,3796.5,3135.4,3333.1,4518.4,3.2,2850.5,4561.2,3243.6,3909.8,3866.9,2157.3,3634.4,4666.5,3688.1,3840.3,3162.5,3005,4653.1,4573.1,5464.3,4017.4,3276.6,4559.2,2467.9,3891.2,4062.9,3216.3,3943.5,4209.9,3229.6,3885.3,6876,3405.5,5088.2,3830.8,5833.3,5515.5,6770,2342.2,5460
"ENSG00000100360",3384.4,438.1,1156.4,-682.5,459.3,1095.9,-1334,1792.3,2140.9,786.1,772.9,1663.2,2154.9,538,1597.2,463,1596.6,2595,383,2058.6,2111.5,1954.7,519.5,1279.7,1162,2515.4,555.3,602.3,1062.6,1580.4,1591.5,2165.3,1365.4,2045.7,811.6,999,3373,1283.3,-301.8,2327.6,2797.7,1208
"ENSG00000149256",4166.6,3935.3,1869.2,1957.9,2913.9,2054.2,-732.6,1284.3,3132.2,3555.7,3889.4,3241.8,3134.4,2843.7,2423.5,-708.9,1932.7,2884.6,1626.3,1437.7,-391.3,-201,540.3,905.2,1309.3,3281.1,2479,1284.8,1882.3,2707.4,2342.9,2996.2,1981.5,1249.4,1903.9,2334.3,3620.7,3340,4362.1,-1802.1,4721,1837.9
"ENSG00000115129",15241.7,54652,34537.3,47195.1,13707.9,48854.8,23642.8,18288.1,30875.5,23908.1,45791.9,46085.8,18154.4,46055.3,26442.2,62837.9,36094.1,44972.4,37717.1,53746.5,35113.9,34751.5,37176.6,34665,30354.4,30403.8,24985.4,19686.6,23291.5,32639.8,19856.6,20308.5,16340.9,11722.4,32233,13510.9,20536.6,13044,30297.9,21674.7,38573.8,24199.9
"ENSG00000134852",218.55,-702.75,-755.15,19.35,445.95,-613.1,102.2,263.25,-563.05,837.2,279.85,1173.9,-27.4,-818.65,1162.45,-1680.6,1002.4,569,321.5,1231.3,-58.65,-247.95,1270.85,2222.35,1113.6,771.25,-53.85,-321.85,-300.3,97.35,830.2,-723.65,2486.2,42.9,1245.55,528.5,612.15,1356.95,931.25,979.45,-174.2,515.2
"ENSG00000185917",-237.8,905.3,238.9,2081.3,583.2,1614.7,1942.4,766,-209.1,31.4,2058.3,343.9,167.9,1577.4,1158.9,934.5,560.9,1054.4,-23.1,-1751.2,-257.2,450.1,511.9,381.8,69,-483.3,846.2,1226.3,953.2,-524.4,1276.8,1586.4,1600,770.6,264.4,402.2,1477.5,100.2,1934.7,-808.1,816,282.5
"ENSG00000079385",2570.05,1557.2,3628.15,3879.85,2472.5,1781.8,2370.75,3188.7,2678.65,4172.1,3438.35,1874.75,3135.65,2499.4,3121.7,3435.55,2582,2255.05,2414.8,3657.5,3086.5,3850.65,3437.55,160.8,3127.4,1524.9,2954.2,2824.2,3707.75,2523.6,3695.85,1600.5,2566.8,3058.65,1835.2,2716.7,2590.1,4435.6,3527.45,2256.6,2485.7,2875
"ENSG00000135452",1327.8,-123.4,959.9,488.3,434.8,645.6,-1831.4,-334.9,198.6,-864.5,266.9,-249.1,353.3,-1115.8,-273.6,856.7,251.8,110.4,1083.5,-525.3,-3141.5,-732.9,-420.7,-796.9,513.6,1597.1,355.8,1069.6,-642.3,225.5,-106.5,543.7,385.1,182.7,82,-1028.6,744.1,-85.5,103.9,2261.7,-33.5,-68
"ENSG00000044090",976.1,-2122.4,-240.8,-1308.1,-1383.3,-3004.5,-1917,-1815.4,-1798.1,-5116.4,-1859.1,-3393.7,-3702.6,-1326.3,-1744.5,-1955.4,-1282.9,-4331.2,-2269,-3353,-3586.4,-1896.5,-703,-1578.1,-840.8,-5010.7,-584.4,-2694.9,-1655.4,-2414.5,-2238.6,181.3,-1062.1,666.8,-2312.1,-311.1,-2638.7,-2548.2,-179.8,-202.1,-6495.7,-2138.2
"ENSG00000132275",-1062.7,208.6,-1982.1,349.5,-2.9,1672.8,-755.4,809.9,409.9,-960.8,-1383.5,-1814.7,643.5,914.3,971.2,1695.9,10748.7,9684.2,909.2,2591.8,5163.8,3928.4,11631,375.5,4818.9,7144.8,8159.7,24597,1865.8,7136.8,1212.4,1810.4,2734.6,9592.6,1776.5,1037.4,8367.7,12782.1,23298.1,4529.3,3382.1,5853.7
"ENSG00000183527",26872.7,35159.2,9980.5,24695.7,11111.5,1856.4,25748.4,25048.7,31121.5,16212.4,33793.6,19724.1,24017.1,24603.1,19740.7,2878.5,5131.9,1095.9,147.3,2879.4,297.2,1086.9,524.7,-1671.5,3011.5,931.5,-177.4,3833.1,-98.7,2065.7,2319.2,-233.2,5193.9,927.5,6227.1,2257.7,1132.4,1471.1,3525.1,1136.7,-658.7,834.6
"ENSG00000198825",958.3,69,-718.5,-166.3,-332,-780.2,-1213,-427.8,323.2,862.8,-694.8,-253,302.6,531.8,646.6,864.7,1350.5,2248.2,646.3,148.2,-1771.9,-296.7,-46.8,1122.5,-14,-433.9,273,-1189.5,-1006.2,1383.7,1160,-672.3,1928.2,4.6,1805.6,-1103.9,-2385.2,302.6,1445.8,284,-119.1,528.4
"ENSG00000106638",-2079.3,-4228.8,809.5,11.5,-3523.4,-3502,-2519.5,20.8,-3020.5,910.3,-4675.3,-4708.5,-6010.8,-4418.3,-1462.8,-6796.6,-5825.8,-4449.3,-6129.9,-2361.9,-5322.2,-3046.2,1268.2,2963,-2539,-3952.2,-4413.6,-3592.4,-1908,-1872,1053,-6925.6,-6466,-4015.2,-2504.3,-2493.9,-2957.7,-1738.9,-625.1,-6156.5,-6379.2,-1586
"ENSG00000005020",869.4,2630.7,-1573.1,1648.3,317.5,672.1,2161.6,-98.9,789.1,887.9,-10.9,-663,445.8,221.5,383.3,1487.6,-34.3,227.1,327.2,704.6,376.1,-295.1,681.1,-502.2,470.4,1777.2,409.3,1032.2,-729.8,705,-142.6,1219.3,-931.5,-407,1329.9,-2453.5,729.7,189.5,-1943.7,-1477.5,1074.7,494.8
"ENSG00000173064",1157.8,-151.9,250.3,1240.7,196.3,-1268.8,-944,66.9,752.7,-529.2,249.5,-173.6,703.4,489.8,279.1,973.8,-1185.8,2779.9,-599.4,1533.6,-1097.8,-768.5,-343.4,379.5,-326.6,-171.9,-326.1,-155.6,435.4,-845.2,314.3,1380.1,-1656.5,-93.9,12.8,-1798.6,-370.8,593.8,-1278.8,-1951.3,2002.3,-74.2
"ENSG00000130595",1304.1,1292.3,1148.5,1452.6,447,1449.6,2601.4,419.6,-282.8,63.6,-266.7,342.2,1725.2,944,1375.6,422.5,378.3,801.6,695.8,1788.3,2059.5,977.9,1001.8,996.6,612.6,4238.6,840.9,1276.6,1539.7,1670.6,973.9,810.4,2449.4,-39,1745.8,-421.9,1272.3,466.9,-214.1,-36.8,2229.7,818.3
"ENSG00000105270",-746.5,-1529.7,143.7,426.3,-207.7,-752.5,-1526.6,-682,-580.6,-1582.7,-1047.9,-385.9,143.9,-168.9,-1076.1,-1270.5,-600.8,-318.3,-1310.4,-1656.3,-1515.3,-1200.2,-925.5,-701.2,264.3,-482.6,-1183.4,-647.8,-1246.1,-19,147.8,-304.8,-874.5,-684.4,11.4,-1618.8,-708.4,-506,-1148,53,-1176.9,-222.4
"ENSG00000068615",753.5,1571.4,1313.4,1215.2,-291.6,852.6,909.3,-1154.7,-983.1,-1395.8,-1728.9,683.9,-2285.4,-1447.3,328.3,942.8,1226.9,-1778.5,-1590.8,-2562.4,-1262,-1708.3,-526,48,-362.2,891.1,847.8,-365.9,1584.9,-256.2,-517.7,-792.6,-197.3,490.4,-1664.8,-3108.4,-2056.1,-1285.7,-917.9,-3645.6,-1455.2,268.8
